CODIGO;DESCRIPCION;AGENTE PROPIETARIO;PORCENTAJE PROPIEDAD;TIPO UNIDAD;ESTADO;ZONA/FRONTERA
GGNSEC2;GNSE PORTUGAL GENERICA;GAS NATURAL SERVICIOS;100;GENERICA;;ZONA PORTUGUESA
GGNSEV2;GNSE PORTUGAL GENERICA;GAS NATURAL SERVICIOS;100;GENERICA;;ZONA PORTUGUESA
GHCENC1;HCENE GENERICA COMPRA;HIDROCANTABRICO ENERGÍA;100;GENERICA;;ZONA ESPANOLA
GHCENV1;HCENE GENERICA VENTA;HIDROCANTABRICO ENERGÍA;100;GENERICA;;ZONA ESPANOLA
GHCGC1;HC G GENERICA COMPRA;HIDROELECTRICA DEL CANTABRICO Generación;100;GENERICA;;ZONA ESPANOLA
GHCGV1;HC G GENERICA VENTA;HIDROELECTRICA DEL CANTABRICO Generación;100;GENERICA;;ZONA ESPANOLA
GHIBEC1;HIBE GEN. COMPRA ESP;IBERDROLA GENERACIÓN;100;GENERICA;;ZONA ESPANOLA
GHIBEV1;HIBE GEN. VENTA ESP;IBERDROLA GENERACIÓN;100;GENERICA;;ZONA ESPANOLA
GHISPC1;HISPE GENERICA COMPRA;ALPIQ ENERGÍA ESPANA, S.A.U.;100;GENERICA;;ZONA ESPANOLA
GHISPV1;HISPE GENERICA VENTA;ALPIQ ENERGÍA ESPANA, S.A.U.;100;GENERICA;;ZONA ESPANOLA
GHSEC1;HSE GENERIC UNIT;HOLDING SLOVENSKE ELEKTRARNE D.O.O.;100;GENERICA;;ZONA ESPANOLA
GHSEV1;HSE GENERIC UNIT;HOLDING SLOVENSKE ELEKTRARNE D.O.O.;100;GENERICA;;ZONA ESPANOLA
GIBCOC1;IBCOM GEN. COMPRA ESP;IBERDROLA COMERCIALIZADORA;100;GENERICA;BAJA;ZONA ESPANOLA
GIBCOC2;IBCOM GEN. COMPRA PORT;IBERDROLA COMERCIALIZADORA;100;GENERICA;;ZONA PORTUGUESA
GIBCOV1;IBCOM GEN. VENTA ESP;IBERDROLA COMERCIALIZADORA;100;GENERICA;BAJA;ZONA ESPANOLA
GIBCOV2;IBCOM GEN. VENTA PORT;IBERDROLA COMERCIALIZADORA;100;GENERICA;;ZONA PORTUGUESA
GIBEGC1;IBEG GEN. COMPRA ESP;IBERDROLA GENERACIÓN;100;GENERICA;;ZONA ESPANOLA
GIBEGC2;IBEG GEN. COMPRA PORT;IBERDROLA GENERACIÓN;100;GENERICA;BAJA;ZONA PORTUGUESA
GIBEGV1;IBEG GEN. VENTA ESP;IBERDROLA GENERACIÓN;100;GENERICA;;ZONA ESPANOLA
GIBEGV2;IBEG GEN. VENTA PORT;IBERDROLA GENERACIÓN;100;GENERICA;BAJA;ZONA PORTUGUESA
GJAROC1;JARON GENERICA COMPRA;J. ARON & COMPANY;100;GENERICA;;ZONA ESPANOLA
GJAROV1;JARON GENERICA VENTA;J. ARON & COMPANY;100;GENERICA;;ZONA ESPANOLA
GMELYC1;MELYN GENERICA COMPRA;MERRILL LYNCH COMMODITIES LIMITED;100;GENERICA;BAJA;ZONA ESPANOLA
GMELYV1;MELYN GENERICA VENTA;MERRILL LYNCH COMMODITIES LIMITED;100;GENERICA;BAJA;ZONA ESPANOLA
GMERCC1;MERCU GENERICA COMPRA;MERCURIA ENERGY TRADING SA;100;GENERICA;;ZONA ESPANOLA
GMERCV1;MERCU GENERICA VENTA;MERCURIA ENERGY TRADING SA;100;GENERICA;;ZONA ESPANOLA
GMSCEC1;MSCGE GENERICA COMPRA;MORGAN STANLEY CAPITAL GROUP (ESPANA);100;GENERICA;BAJA;ZONA ESPANOLA
GMSCEV1;MSCGE GENERICA VENTA;MORGAN STANLEY CAPITAL GROUP (ESPANA);100;GENERICA;BAJA;ZONA ESPANOLA
GMSCGC1;MSCGI GENERICA COMPRA;MORGAN STANLEY CAPITAL GROUP;100;GENERICA;;ZONA ESPANOLA
GMSCGV1;MSCGI GENERICA VENTA;MORGAN STANLEY CAPITAL GROUP;100;GENERICA;;ZONA ESPANOLA
GMTC03;IMPORT FROM FR W/O CAP RIGHTS;GAZPROM MARKETING AND TRADING LTD;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
GMTCP3;IMPORT FROM FR W/O CAP RIGHTS;GAZPROM MARKETING AND TRADING LTD;100;COMERCIALIZADOR;;FRONTERA FRANCIA
GMTV03;EXP TO FRE W/O CAP RIGHTS;GAZPROM MARKETING AND TRADING LTD;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
GMTVP3;EXP TO FRE W/O CAP RIGHTS;GAZPROM MARKETING AND TRADING LTD;100;COMERCIALIZADOR;;FRONTERA FRANCIA
GNCOC01;GAS NATURAL COMERCIALIZADORA;GAS NATURAL COMERCIALIZADORA;100;COMERCIALIZADOR;;ZONA ESPANOLA
GNCOC02;UNIDAD OFERTA PORTUGAL;GAS NATURAL COMERCIALIZADORA;100;COMERCIALIZADOR;;ZONA PORTUGUESA
GNCRB1;G.N. CO. EO.BILAT. RE. 1 (VEN);GAS NATURAL CORPORACIÓN EÓLICA, S.L. (Act. Comerci;100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
GNCRB10;G.N. CO. EO.BILAT. RE.10 (VEN);GAS NATURAL CORPORACIÓN EÓLICA, S.L. (Act. Comerci;100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
GNCRB11;G.N. CO. EO.BILAT. RE.11 (VEN);GAS NATURAL CORPORACIÓN EÓLICA, S.L. (Act. Comerci;100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
GNCRB12;G.N. CO. EO.BILAT RE. 12 (VEN);GAS NATURAL CORPORACIÓN EÓLICA, S.L. (Act. Comerci;100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
GNCRB13;G.N. CO. EO.BILAT. RE.13 (VEN);GAS NATURAL CORPORACIÓN EÓLICA, S.L. (Act. Comerci;100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
GNCRB14;G.N. CO. EO.BILAT RE. 14 (VEN);GAS NATURAL CORPORACIÓN EÓLICA, S.L. (Act. Comerci;100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
GNCRB15;G.N. CO. EO.BILAT. RE.15 (VEN);GAS NATURAL CORPORACIÓN EÓLICA, S.L. (Act. Comerci;100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
GNCRB16;G.N. CO. EO.BILAT. RE.16 (VEN);GAS NATURAL CORPORACIÓN EÓLICA, S.L. (Act. Comerci;100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
GNCRB17;G.N. CO. EO.BILAT. RE.17 (VEN);GAS NATURAL CORPORACIÓN EÓLICA, S.L. (Act. Comerci;100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
GNCRB18;G.N. CO. EO.BILAT. RE.18 (VEN);GAS NATURAL CORPORACIÓN EÓLICA, S.L. (Act. Comerci;100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
GNCRB19;G.N. CO. EO.BILAT. RE.19 (VEN);GAS NATURAL CORPORACIÓN EÓLICA, S.L. (Act. Comerci;100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
GNCRB2;G.N. CO. EO.BILAT. RE. 2 (VEN);GAS NATURAL CORPORACIÓN EÓLICA, S.L. (Act. Comerci;100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
GNCRB3;G.N. CO. EO.BILAT. RE. 3 (VEN);GAS NATURAL CORPORACIÓN EÓLICA, S.L. (Act. Comerci;100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
GNCRB4;G.N. CO. EO.BILAT. RE. 4 (VEN) G.N. CO. EO.BILAT. RE. 5 (VEN);GAS NATURAL CORPORACIÓN EÓLICA, S.L. (Act. Comerci;100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
GNCRB5;;GAS NATURAL CORPORACIÓN EÓLICA, S.L. (Act. Comerci;100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
GNCRB6;G.N. CO. EO.BILAT. RE. 6 (VEN);GAS NATURAL CORPORACIÓN EÓLICA, S.L. (Act. Comerci;100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
GNCRB7;G.N. CO. EO.BILAT. RE. 7 (VEN);GAS NATURAL CORPORACIÓN EÓLICA, S.L. (Act. Comerci;100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
GNCRB8;G.N. CO. EO.BILAT. RE. 8 (VEN);GAS NATURAL CORPORACIÓN EÓLICA, S.L. (Act. Comerci;100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
GNCRB9;G.N. CO. EO.BILAT. RE. 9 (VEN);GAS NATURAL CORPORACIÓN EÓLICA, S.L. (Act. Comerci;100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
GNEASC1;GENERICA NEAS;NEAS ENERGY A/S;100;GENERICA;;ZONA ESPANOLA
GNEASV1;GENERICA NEAS;NEAS ENERGY A/S;100;GENERICA;;ZONA ESPANOLA
GNELC01;GAS NATURAL ELECT COMPRA (ESP);GAS NATURAL ELECTRICIDAD;100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
GNELC02;GAS NATURAL ELECT COMPRA (POR);GAS NATURAL ELECTRICIDAD;100;COMERCIALIZADOR;BAJA;FRONTERA PORTUGAL
GNELCA1;GAS NATURAL ELECT COMP (ESP) 2;GAS NATURAL ELECTRICIDAD;100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
GNELVF1;GNEL VENTA SUB. MENS Y ANUAL;GAS NATURAL ELECTRICIDAD;100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
GNEXUC1;NEXU GENERICA COMPRA;NEXUS ENERGÍA;100;GENERICA;;ZONA ESPANOLA
GNEXUV1;NEXU GENERICA VENTA;NEXUS ENERGÍA;100;GENERICA;;ZONA ESPANOLA
GNGSRC1;NGSUR GENERICA COMPRA;DETISA (ACTIVIDAD: AGENTE VENDEDOR);100;GENERICA;;ZONA ESPANOLA
GNGSRV1;NGSUR GENERICA VENTA;DETISA (ACTIVIDAD: AGENTE VENDEDOR);100;GENERICA;;ZONA ESPANOLA
GNGSUC1;NGSUR GENERICA COMPRA;NUEVA GENERADORA DEL SUR;100;GENERICA;BAJA;ZONA ESPANOLA
GNGSUV1;NGSUR GENERICA VENTA;NUEVA GENERADORA DEL SUR;100;GENERICA;BAJA;ZONA ESPANOLA
GNRAC03;EXPORTACION GNERA SIN DERECHOS;GNERA ENERGIA Y TECNOLOGIA;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
GNRACP3;EXPORTACION GNERA CON DERECHOS;GNERA ENERGIA Y TECNOLOGIA;100;COMERCIALIZADOR;;FRONTERA FRANCIA
GNRAPM1;GNERA VENTA A PRECIO MERCADO;GNERA ENERGIA Y TECNOLOGIA;100;GENERACION;;ZONA ESPANOLA
GNRAPM2;GNERA UOF PRECIO MERCADO 2;GNERA ENERGIA Y TECNOLOGIA;100;GENERACION;;ZONA ESPANOLA
GNRAPM3;GNERA UOF PRECIO MERCADO 3;GNERA ENERGIA Y TECNOLOGIA;100;GENERACION;;ZONA ESPANOLA
GNRARE1;GNERA EN. Y TEC. AG. VEND. 1;GNERA ENERGIA Y TECNOLOGIA;100;GENERACION;BAJA;ZONA ESPANOLA
GNRAV03;IMPORTACION GNERA SIN DERECHOS;GNERA ENERGIA Y TECNOLOGIA;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
GNRAVD1;GNRA REP. RE. A TARIFA;GNERA ENERGIA Y TECNOLOGIA;100;GENERACION;;ZONA ESPANOLA
GNRAVD2;UNIDAD OFERTA REP TARF;GNERA ENERGIA Y TECNOLOGIA;100;GENERACION;;ZONA ESPANOLA
GNRAVD3;UNIDAD OFERTA REP TARF;GNERA ENERGIA Y TECNOLOGIA;100;GENERACION;;ZONA ESPANOLA
GNRAVD4;UNIDAD OFERTA REP TARIFA;GNERA ENERGIA Y TECNOLOGIA;100;GENERACION;;ZONA ESPANOLA
GNRAVD5;UNIDAD OFERTA REP TARIFA;GNERA ENERGIA Y TECNOLOGIA;100;GENERACION;;ZONA ESPANOLA
GNRAVD6;UOF TARIFA REPR MANCHASOL 1;GNERA ENERGIA Y TECNOLOGIA;100;GENERACION;;ZONA ESPANOLA
GNRAVD7;UOF TARIFA REPR MANCHASOL 2;GNERA ENERGIA Y TECNOLOGIA;100;GENERACION;;ZONA ESPANOLA
GNRAVD8;UOF TARIFA REPR EXTRESOL 3;GNERA ENERGIA Y TECNOLOGIA;100;GENERACION;;ZONA ESPANOLA
GNRAVD9;UOF TARIFA REPR AFRICANA;GNERA ENERGIA Y TECNOLOGIA;100;GENERACION;;ZONA ESPANOLA
GNRAVP3;IMPORTACION GNERA CON DERECHOS;GNERA ENERGIA Y TECNOLOGIA;100;COMERCIALIZADOR;;FRONTERA FRANCIA
GNRE001;GENER VENTA A MERCADO RE;GENERACION IBERIA;100;GENERACION;BAJA;ZONA ESPANOLA
GNRE002;GENER VENTA A MERCADO - 2;GENERACION IBERIA;100;GENERACION;BAJA;ZONA ESPANOLA
GNRE003;GENER VENTA A MERCADO RE - 3;GENERACION IBERIA;100;GENERACION;BAJA;ZONA ESPANOLA
GNRE004;GENER VENTA A MERCADO RE- 4;GENERACION IBERIA;100;GENERACION;BAJA;ZONA ESPANOLA
GNRE005;GENER VENTA A MERCADO RE- 5;GENERACION IBERIA;100;GENERACION;BAJA;ZONA ESPANOLA
GNRVD10;UOF ARCICOLLAR;GNERA ENERGIA Y TECNOLOGIA;100;GENERACION;;ZONA ESPANOLA
GNRVD11;UOF JUNTA ANDALUCIA;GNERA ENERGIA Y TECNOLOGIA;100;GENERACION;;ZONA ESPANOLA
GNSEC01;GAS NATURAL SERV COMPRA (ESP);GAS NATURAL SERVICIOS;100;COMERCIALIZADOR;;ZONA ESPANOLA
GNSEC02;GNS COMPRA PORTUGAL;GAS NATURAL SERVICIOS;100;COMERCIALIZADOR;;ZONA PORTUGUESA
GNSUC01;GN SUR COMPRA;GAS NATURAL S.U.R. SDG S.A.;100;COMERCIALIZADOR ULTIMO RECURSO;;ZONA ESPANOLA
GNSUCEB;GNSUCEB;GAS NATURAL S.U.R. SDG S.A.;100;DISTRIBUIDOR;;ZONA ESPANOLA
GNSUVD1;VENTA RE GN SUR;GAS NATURAL S.U.R. SDG S.A. (REP. RE);100;GENERACION;;ZONA ESPANOLA
GNSUVD2;VENTA RE PROV GN SUR;GAS NATURAL S.U.R. SDG S.A. (REP. RE);100;GENERACION;;ZONA ESPANOLA
GOLDC02;GOLDE COMPRA PT;GOLDENERGY COMERCIALIZADORA ENERGIA, S.A.;100;COMERCIALIZADOR;;ZONA PORTUGUESA
GONEC1;ONE GENERICA COMPRA;OFFICE NATIONAL D'ELECTRICITÉ ET DE L'EAU POTABLE;100;GENERICA;;ZONA ESPANOLA
GONEV1;ONE GENERICA VENTA;OFFICE NATIONAL D'ELECTRICITÉ ET DE L'EAU POTABLE;100;GENERICA;;ZONA ESPANOLA
GRABISA;GRABISA;GRABISA TINTES Y ACABADOS, S.L.;100;GENERACION;BAJA;ZONA ESPANOLA
GRANLUZ;GRANJA LA LUZ;GRANJA DE LA LUZ;100;GENERACION;BAJA;ZONA ESPANOLA
GRECC1;REC GENERICA COMPRA;RED ELECTRICA CORPORACION, S.A.;100;GENERICA;BAJA;ZONA ESPANOLA
GRECV1;REC GENERICA VENTA;RED ELECTRICA CORPORACION, S.A.;100;GENERICA;BAJA;ZONA ESPANOLA
GREEC1;REE GENERICA COMPRA;RED ELECTRICA CORPORACION, S.A.;100;GENERICA;BAJA;ZONA ESPANOLA
GREEV1;REE GENERICA VENTA;RED ELECTRICA CORPORACION, S.A.;100;GENERICA;BAJA;ZONA ESPANOLA
GRENTC2;RENTR GENERICA COMPRA;REN TRADING S.A.;100;GENERICA;;ZONA PORTUGUESA
GRENTV2;RENTR GENERICA VENTA;REN TRADING S.A.;100;GENERICA;;ZONA PORTUGUESA
GSAMPC1;SAMP GENERICA COMPRA;SAMPOL INGENIERIA Y OBRAS;100;GENERICA;;ZONA ESPANOLA
GSAMPV1;SAMP GENERICA VENTA;SAMPOL INGENIERIA Y OBRAS;100;GENERICA;;ZONA ESPANOLA
GSCREC1;SCREF GENERICA COMPRA;ALUMINA ESPANOLA;100;GENERICA;BAJA;ZONA ESPANOLA
GSCREV1;SCREF GENERICA VENTA;ALUMINA ESPANOLA;100;GENERICA;BAJA;ZONA ESPANOLA
GSEMPC1;SEMP GENERICA COMPRA;RBS SEMPRA ENERGY EUROPE ESPANA, S.L.U.;100;GENERICA;;ZONA ESPANOLA
GSEMPC2;SEMP GENERICA COMPRA PORT;RBS SEMPRA ENERGY EUROPE ESPANA, S.L.U.;100;GENERICA;;ZONA PORTUGUESA
GSEMPV1;SEMP GENERICA VENTA;RBS SEMPRA ENERGY EUROPE ESPANA, S.L.U.;100;GENERICA;;ZONA ESPANOLA
GSEMPV2;SEMP GENERICA VENTA PORT;RBS SEMPRA ENERGY EUROPE ESPANA, S.L.U.;100;GENERICA;;ZONA PORTUGUESA
GSETC01;UNIDAD COMERCIALIZADORA;GLOBAL SOLAR MARKET, S.A.;100;COMERCIALIZADOR;;ZONA ESPANOLA
GSEVD01;INSTALACIONES SOLAR TARIFA;GLOBAL SOLAR MARKET, S.A.;100;GENERACION;;ZONA ESPANOLA
GSHEEC1;SHEEN GENERICA COMPRA;SHELL ENERGY EUROPE LIMITED;100;GENERICA;;ZONA ESPANOLA
GSHEEV1;SHEEN GENERICA VENTA;SHELL ENERGY EUROPE LIMITED;100;GENERICA;;ZONA ESPANOLA
GSMGC1;GSM GENERICA COMPRA;STATKRAFT MARKETS GMBH;100;GENERICA;;ZONA ESPANOLA
GSMGV1;GSM GENERICA VENTA;STATKRAFT MARKETS GMBH;100;GENERICA;;ZONA ESPANOLA
GSNETC1;SNET GENERICA COMPRA;ENDESA FRANCE;100;GENERICA;BAJA;ZONA ESPANOLA
GSNETV1;SNET GENERICA VENTA;ENDESA FRANCE;100;GENERICA;BAJA;ZONA ESPANOLA
GSTC03;GST BUYING UNIT;GDF SUEZ TRADING, BELGIAN BRANCH;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
GSTCP3;GST BUYING UNIT;GDF SUEZ TRADING, BELGIAN BRANCH;100;COMERCIALIZADOR;;FRONTERA FRANCIA
GSTV03;GST SELLING UNIT;GDF SUEZ TRADING, BELGIAN BRANCH;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
GSTVP3;GST SELLING UNIT;GDF SUEZ TRADING, BELGIAN BRANCH;100;COMERCIALIZADOR;;FRONTERA FRANCIA
GSW01;GLOBAL STEEL WIRE S.A.;GLOBAL STEEL WIRE;100;CONSUMIDOR DIRECTO;BAJA;ZONA ESPANOLA
GTGPLC1;TGPL GENERICA COMPRA;TOTAL GAS & POWER LIMITED;100;GENERICA;;ZONA ESPANOLA
GTGPLV1;TGPL GENERICA VENTA;TOTAL GAS & POWER LIMITED;100;GENERICA;;ZONA ESPANOLA
GUA1;C.T. GUARDO 1;IBERDROLA GENERACIÓN;100;GENERACION;;ZONA ESPANOLA
GUA2;C.T. GUARDO 2;IBERDROLA GENERACIÓN;100;GENERACION;;ZONA ESPANOLA
GUADIA;BACIA HID. DO GUADIANA;EDP-ENERGÍAS DE PORTUGAL;100;GENERACION;;ZONA PORTUGUESA
GUADIAB;BACIA H. GUADIANA (BOMBAGEM);EDP-ENERGÍAS DE PORTUGAL;100;BOMBEO;;ZONA PORTUGUESA
GUFCOC2;UFG COM. GENER. COMPRA (PORT);GAS NATURAL SDG (UNIÓN FENOSA COMERCIALIZADORA);100;GENERICA;BAJA;ZONA PORTUGUESA
GUFCOV2;UFG COM. GENER. VENTA (PORT);GAS NATURAL SDG (UNIÓN FENOSA COMERCIALIZADORA);100;GENERICA;BAJA;ZONA PORTUGUESA
GUFGC1;UFG GENERICA COMPRA;GAS NATURAL SDG (UNIÓN FENOSA GENERACIÓN);100;GENERICA;BAJA;ZONA ESPANOLA
GUFGV1;UFG GENERICA VENTA;GAS NATURAL SDG (UNIÓN FENOSA GENERACIÓN);100;GENERICA;BAJA;ZONA ESPANOLA
GUFMC2;UFM GENERICA COMPRA (PORT);UNIÓN FENOSA COMERCIAL;100;GENERICA;BAJA;ZONA PORTUGUESA
GUFMV2;UFM GENERICA VENTA (PORT);UNIÓN FENOSA COMERCIAL;100;GENERICA;BAJA;ZONA PORTUGUESA
GUIB;C.H.B. GUILLENA BOMBEO;ENDESA GENERACIÓN, S.A.;100;BOMBEO;;ZONA ESPANOLA
GUID1;GUASCOR INVESTIGACION Y DES.;GUASCOR INVESTIGACIÓN Y DESARROLLO;100;GENERACION;BAJA;ZONA ESPANOLA
GUIG;C.H. GUILLENA GENERACION;ENDESA GENERACIÓN, S.A.;100;GENERACION;;ZONA ESPANOLA
GUISC01;GUIS COMPRA;CORPORACIÓN ALIMENTARIA GUISSONA;100;COMERCIALIZADOR;;ZONA ESPANOLA
GUTILC1;GERERIC UNIT SPAIN;UTILITYNORTH A/S;100;GENERICA;BAJA;ZONA ESPANOLA
GUTILV1;GERERIC UNIT SPAIN;UTILITYNORTH A/S;100;GENERICA;BAJA;ZONA ESPANOLA
GVIECC2;VIECO GENERICA COMPRA PORT;E.ON GENERACIÓN,SL. (ACT. COMERCIALIZACIÓN);100;GENERICA;;ZONA PORTUGUESA
GVIECV2;VIECO GENERICA VENTA PORT;E.ON GENERACIÓN,SL. (ACT. COMERCIALIZACIÓN);100;GENERICA;;ZONA PORTUGUESA
GVIEGC1;VIEG GENERICA COMPRA;E.ON GENERACION, S.L.;100;GENERICA;;ZONA ESPANOLA
GVIEGV1;VIEG GENERICA VENTA;E.ON GENERACION, S.L.;100;GENERICA;;ZONA ESPANOLA
GVMEC01;GVMEC01;VILLAR MIR ENERGÍA, S.L.;100;COMERCIALIZADOR;;ZONA ESPANOLA
GWMARC1;UNIDAD GENERICA W2M;WIND TO MARKET (Act.: Comercialización Re);100;GENERICA;;ZONA ESPANOLA
GWMARV1;UNIDAD GENERICA W2M;;100;GENERICA;;ZONA ESPANOLA
HCABC01;HIDROEL. CABRERA COMPRA (ESP);HIDROELÉCTRICA DEL CABRERA DE COMERCIALIZACIÓN;100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
HCD;CANTABRICO DISTRIBUCION;HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA, S.A.;100;DISTRIBUIDOR;BAJA;ZONA ESPANOLA
HCDCI1;HCD INCUMPLIMIENTOS CESUR;HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA, S.A.;100;UDAD. INCUMP. SUBASTAS CESUR;BAJA;ZONA ESPANOLA
HCDVD1;VENTA EXCED. AUTOPROS. HCD;HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA, S.A.;100;GENERACION;BAJA;ZONA ESPANOLA
HCDVS1;HC D AJUSTE CLIENTES;HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA, S.A.;100;VENTA DIST. AJUSTE CLIENTES;BAJA;ZONA ESPANOLA
HCENC03;HC ENERGÍA COMPRA (FRAN);HIDROCANTABRICO ENERGÍA;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
HCENCP3;HCENE DERECHOS COMPRA(FRAN);HIDROCANTABRICO ENERGÍA;100;COMERCIALIZADOR;;FRONTERA FRANCIA
HCENE01;HIDROCANTABRICO ENERGIA (ESP);HIDROCANTABRICO ENERGÍA;100;COMERCIALIZADOR;;ZONA ESPANOLA
HCENE02;HIDROCANTABRICO ENERGIA (PORT);HIDROCANTABRICO ENERGÍA;100;COMERCIALIZADOR;BAJA;FRONTERA PORTUGAL
HCENEX;SS.AA. PARQUES EOLICOS;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;CONSUMIDOR DIRECTO;;ZONA ESPANOLA
HCENRB1;HC ENERGÍA BILAT. RE1 (VENTA);HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
HCENRB2;HC ENERGÍA BILAT. RE2 (VENTA);HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
HCENRB3;HC ENERGÍA BILAT. RE3 (VENTA);HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
HCENRB4;HC ENERGÍA BILAT. RE4 (VENTA);HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
HCENRB5;HC ENERGÍA BILAT. RE5 (VENTA);HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
HCENRB6;HC ENERGÍA BILAT. RE6 (VENTA);HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
HCENRB7;HC ENERGÍA BILAT. RE7 (VENTA);HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
HCENRB8;HC ENERGÍA BILAT. RE8 (VENTA);HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
HCENRB9;HC ENERGÍA BILAT. RE9 (VENTA);HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
HCENV02;HC ENERGÍA VENTA (POR);HIDROCANTABRICO ENERGÍA;100;COMERCIALIZADOR;BAJA;FRONTERA PORTUGAL
HCENV03;HC ENERGÍA VENTA (FRAN);HIDROCANTABRICO ENERGÍA;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
HCENVD1;VENTA EXCED. TARIFA HCENE;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;;ZONA ESPANOLA
HCENVF1;HCENE VENTA SUB. MENS Y ANUA;HIDROCANTABRICO ENERGÍA;100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
HCENVP3;HCENE DERECHOS VENTA(FRAN);HIDROCANTABRICO ENERGÍA;100;COMERCIALIZADOR;;FRONTERA FRANCIA
HCERB10;HC ENERGÍA BILAT.RE10 (VENTA);HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
HCERB11;HC ENERGÍA BILAT.RE11 (VENTA);HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
HCERB12;HC ENERGÍA BILAT.RE12 (VENTA);HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
HCERD02;U.O. COMPRA DIST DT11 02;HIDROCANTABRICO ENERGÍA;100;DISTRIBUIDOR;BAJA;ZONA ESPANOLA
HCERD03;U.O. COMPRA DIST DT11 03;HIDROCANTABRICO ENERGÍA;100;DISTRIBUIDOR;BAJA;ZONA ESPANOLA
HCERD04;U.O. COMPRA DIST DT11 04;HIDROCANTABRICO ENERGÍA;100;DISTRIBUIDOR;BAJA;ZONA ESPANOLA
HCERD05;U.O. COMPRA DIST DT11 05;HIDROCANTABRICO ENERGÍA;100;DISTRIBUIDOR;BAJA;ZONA ESPANOLA
