CODIGO;DESCRIPCION;AGENTE PROPIETARIO;PORCENTAJE PROPIEDAD;TIPO UNIDAD;ESTADO;ZONA/FRONTERA
HCERD06;U.O. COMPRA DIST DT11 06;HIDROCANTABRICO ENERGÍA;100;DISTRIBUIDOR;BAJA;ZONA ESPANOLA
HCERD07;U.O. COMPRA DIST DT11 07;HIDROCANTABRICO ENERGÍA;100;DISTRIBUIDOR;BAJA;ZONA ESPANOLA
HCERD08;U.O. COMPRA DIST DT11 08;HIDROCANTABRICO ENERGÍA;100;DISTRIBUIDOR;BAJA;ZONA ESPANOLA
HCERD09;UO COMP DISTRIBUIDOR DT11 09;HIDROCANTABRICO ENERGÍA;100;DISTRIBUIDOR;BAJA;ZONA ESPANOLA
HCERD10;U.O. COMPRA DISTRIBUIDORA DT11;HIDROCANTABRICO ENERGÍA;100;DISTRIBUIDOR;BAJA;ZONA ESPANOLA
HCERD11;U.O. COMPRA DISTRIBUIDORA DT11;HIDROCANTABRICO ENERGÍA;100;DISTRIBUIDOR;BAJA;ZONA ESPANOLA
HCERD12;U.O. COMPRA DISTRIBUIDORA DT11;HIDROCANTABRICO ENERGÍA;100;DISTRIBUIDOR;BAJA;ZONA ESPANOLA
HCERD13;U.O. COMPRA DISTRIBUIDORA DT11;HIDROCANTABRICO ENERGÍA;100;DISTRIBUIDOR;BAJA;ZONA ESPANOLA
HCERE01;HCEN VENTA R. ESP. 1;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;BAJA;ZONA ESPANOLA
HCERE02;HCEN VENTA R. ESP. 2;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;BAJA;ZONA ESPANOLA
HCERE03;HCEN VENTA R. ESP. 3;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;BAJA;ZONA ESPANOLA
HCERE04;HCEN VENTA R. ESP. 04;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;BAJA;ZONA ESPANOLA
HCERE05;HCEN VENTA R. ESP. 05;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;BAJA;ZONA ESPANOLA
HCERE06;HCEN VENTA R. ESP. 06;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;BAJA;ZONA ESPANOLA
HCERE10;HCEN VENTA R.ESP.10;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;BAJA;ZONA ESPANOLA
HCERE20;HCEN VENTA R.ESP.20;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;BAJA;ZONA ESPANOLA
HCERE21;HCEN VENTA R. ESP. 21;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;BAJA;ZONA ESPANOLA
HCERE22;HCEN VENTA R. ESP. 22;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;BAJA;ZONA ESPANOLA
HCERE23;HCEN VENTA R. ESP. 23;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;BAJA;ZONA ESPANOLA
HCERE24;HCEN VENTA R. ESP. 24;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;BAJA;ZONA ESPANOLA
HCERE25;HCEN VENTA R. ESP. 25;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;BAJA;ZONA ESPANOLA
HCERE26;HCEN VENTA R. ESP. 26;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;BAJA;ZONA ESPANOLA
HCERE27;HCEN VENTA R. ESP. 27;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;BAJA;ZONA ESPANOLA
HCERE28;HCEN VENTA R. ESP. 28;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;BAJA;ZONA ESPANOLA
HCERE29;HCEN VENTA R. ESP. 29;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;BAJA;ZONA ESPANOLA
HCERE30;HCEN VENTA R. ESP. 30;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;BAJA;ZONA ESPANOLA
HCERE31;HCEN VENTA R. ESP. 31;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;BAJA;ZONA ESPANOLA
HCERE32;HCEN VENTA R. ESP. 32;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;BAJA;ZONA ESPANOLA
HCERE33;HCEN VENTA R. ESP. 33;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;BAJA;ZONA ESPANOLA
HCERE34;HCEN VENTA R. ESP. 34;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;BAJA;ZONA ESPANOLA
HCERE35;HCEN VENTA R. ESP. 35;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;BAJA;ZONA ESPANOLA
HCERE36;HCEN VENTA R. ESP. 36;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;BAJA;ZONA ESPANOLA
HCERE37;HCEN VENTA R. ESP. 37;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;BAJA;ZONA ESPANOLA
HCERE38;HCEN VENTA R. ESP. 38;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;BAJA;ZONA ESPANOLA
HCERE39;HCEN VENTA R. ESP. 39;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;BAJA;ZONA ESPANOLA
HCERE40;HCEN VENTA R. ESP. 40;HIDROCANTABRICO ENERGÍA(ACT.: COMERCIALIZACIÓN RE;100;GENERACION;BAJA;ZONA ESPANOLA
HCERE41;HCEN VENTA R. ESP. 41;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;BAJA;ZONA ESPANOLA
HCERE42;HCEN VENTA R.ESP.42;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;BAJA;ZONA ESPANOLA
HCERE43;HCEN VENTA R. ESP. 43;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;BAJA;ZONA ESPANOLA
HCERE44;HCEN VENTA R.ESP.44;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;BAJA;ZONA ESPANOLA
HCERE45;HCEN VENTA REG.ESP.45;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;BAJA;ZONA ESPANOLA
HCERE46;P.E. SERRA VOLTORERA;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;BAJA;ZONA ESPANOLA
HCERE47;HCEN VENTA R.ESP. 47;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;BAJA;ZONA ESPANOLA
HCERE48;HCEN VENTA R.ESP.48;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;BAJA;ZONA ESPANOLA
HCERE49;HCEN VENTA R.ESP.49;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;BAJA;ZONA ESPANOLA
HCERE50;HCEN VENTA R.ESP. 50;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;BAJA;ZONA ESPANOLA
HCERE51;HCEN VENTA R.ESP.51;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;BAJA;ZONA ESPANOLA
HCERE52;HCEN VENTA R.ESP.52;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;BAJA;ZONA ESPANOLA
HCERE53;HCEN VENTA R.ESP.53;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;BAJA;ZONA ESPANOLA
HCERE54;HCEN VENTA R.ESP.54;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;BAJA;ZONA ESPANOLA
HCERE55;HCEN VENTA R.ESP. 55;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;BAJA;ZONA ESPANOLA
HCERE56;HCEN VENTA R.ESP.56;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;BAJA;ZONA ESPANOLA
HCERE57;HCEN VENTA R.ESP. 57;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;BAJA;ZONA ESPANOLA
HCERE58;HCEN VENTA R. ESP. 58;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;BAJA;ZONA ESPANOLA
HCERE59;HCEN VENTA R. ESP. 59;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;BAJA;ZONA ESPANOLA
HCERE60;HCEN VENTA R. ESP. 60;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;BAJA;ZONA ESPANOLA
HCERE61;HCEN VENTA R. ESP. 61;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;BAJA;ZONA ESPANOLA
HCERE62;HCEN VENTA R. ESP. 62;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;BAJA;ZONA ESPANOLA
HCEVD02;HCE VENTA REG. ESP 02;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;;ZONA ESPANOLA
HCEVD10;HCE VENTA REG. ESP. TARIFA <10;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;;ZONA ESPANOLA
HCEVD11;HCE VENTA REG. ESP, TARIFA 11;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;;ZONA ESPANOLA
HCEVD12;HC REG. ESP. TARIFA 12;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;;ZONA ESPANOLA
HCEVD13;HCE REG. ESP. TARIFA 13;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;;ZONA ESPANOLA
HCEVD14;HC REG ESP TARIFA 12;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;;ZONA ESPANOLA
HCEVD15;HC REG ESPECIAL TARIFA 12;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;;ZONA ESPANOLA
HCEVD16;HC REG. ESP. TARIFA 12;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;;ZONA ESPANOLA
HCEVD17;HC REG. ESP. TARIFA 12;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;;ZONA ESPANOLA
HCEVD18;HC REG. ESP. TARIFA 12;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;;ZONA ESPANOLA
HCEVD19;HC REG. ESP. TARIFA 12;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;;ZONA ESPANOLA
HCEVD20;HC REG. ESP. TARIFA 12;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;;ZONA ESPANOLA
HCEVD21;HC REG. ESP. TARIFA 12;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;;ZONA ESPANOLA
HCEVD22;HC REG. ESP. TARIFA 12;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;;ZONA ESPANOLA
HCEVD23;HC REG. ESP. TARIFA 12;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;;ZONA ESPANOLA
HCEVD24;HC REG. ESP. TARIFA 12;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;;ZONA ESPANOLA
HCEVD25;HC REG. ESP. TARIFA 12;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;;ZONA ESPANOLA
HCEVD26;HC REG. ESP. TARIFA 12;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;;ZONA ESPANOLA
HCEVD27;HC REG. ESP. TARIFA 12;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;;ZONA ESPANOLA
HCEVD28;HC REG. ESP. TARIFA 12;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;;ZONA ESPANOLA
HCEVD29;HC REG. ESP. TARIFA 12;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;;ZONA ESPANOLA
HCEVD30;HC REG. ESP. TARIFA 12;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;;ZONA ESPANOLA
HCEVD31;HC REG. ESP. TARIFA 12;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;;ZONA ESPANOLA
HCEVD32;HC REG. ESP. TARIFA 12;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;;ZONA ESPANOLA
HCEVD33;HC REG. ESP. TARIFA 12;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;;ZONA ESPANOLA
HCEVD34;HC REG. ESP. TARIFA 12;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;;ZONA ESPANOLA
HCEVD35;HC REG. ESP. TARIFA 12;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;;ZONA ESPANOLA
HCEVD36;HC REG. ESP. TARIFA 12;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;;ZONA ESPANOLA
HCEVD37;HC REG. ESP. TARIFA 12;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;;ZONA ESPANOLA
HCEVD38;HC REG. ESP. TARIFA 12;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;;ZONA ESPANOLA
HCEVD39;HC REG. ESP. TARIFA 12;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;;ZONA ESPANOLA
HCEVD40;HC REG. ESP. TARIFA 12;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;;ZONA ESPANOLA
HCEVD41;HC REG. ESP. TARIFA 12;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;;ZONA ESPANOLA
HCEVD42;HC REG. ESP. TARIFA 12;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;;ZONA ESPANOLA
HCEVD43;HC REG. ESP. TARIFA 12;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;;ZONA ESPANOLA
HCEVD44;HC REG. ESP. TARIFA 12;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;;ZONA ESPANOLA
HCEVD45;HC REG. ESP. TARIFA 12;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;;ZONA ESPANOLA
HCEVD46;HC REG. ESP. TARIFA 12;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;;ZONA ESPANOLA
HCEVD47;HC REG. ESP. TARIFA 12;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;;ZONA ESPANOLA
HCEVD48;HC REG. ESP. TARIFA 12;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;;ZONA ESPANOLA
HCEVD49;HC REG. ESP. TARIFA 12;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;;ZONA ESPANOLA
HCEVD51;HC REG. ESP. TARIFA 12;HIDROCANTABRICO ENERGÍA (ACT.: COMERCIALIZACIÓN RE;100;GENERACION;;ZONA ESPANOLA
HCGC01;HIDROCANTABRICO G. COMPRA(ESP);HIDROELECTRICA DEL CANTABRICO COMERCIALIZACIÓN;100;COMERCIALIZADOR;;ZONA ESPANOLA
HCGC02;HC COMPRA (PORT);HIDROELECTRICA DEL CANTABRICO Generación;100;COMERCIALIZADOR;BAJA;FRONTERA PORTUGAL
HCGC03;HC COMPRA (FRAN);HIDROELECTRICA DEL CANTABRICO Generación;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
HCGCP3;HC G DERECHOS COMPRA(FRAN);HIDROELECTRICA DEL CANTABRICO Generación;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
HCGRE1;VENTA REGIMEN ESPECIAL;HIDROELECTRICA DEL CANTABRICO Generación;100;GENERACION;BAJA;ZONA ESPANOLA
HCGRE2;VENTA REGIMEN ESPECIAL 2;HIDROELECTRICA DEL CANTABRICO Generación;100;GENERACION;BAJA;ZONA ESPANOLA
HCGV02;HIDROCANTABRICO VENTA (PORT);HIDROELECTRICA DEL CANTABRICO Generación;100;COMERCIALIZADOR;BAJA;FRONTERA PORTUGAL
HCGV03;HIDROCANTABRICO VENTA (FRAN);HIDROELECTRICA DEL CANTABRICO Generación;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
HCGVP3;HC G DERECHOS VENTA(FRAN);HIDROELECTRICA DEL CANTABRICO Generación;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
HCHI;UGH. HIDROCANTÁBRICO;HIDROELECTRICA DEL CANTABRICO Generación;100;GENERACION;;ZONA ESPANOLA
HCNSC01;HCNSE COMPRA;HC-NATURGAS EMPRESA DE SERVICIOS ENERGETICOS, S.L.;100;COMERCIALIZADOR;;ZONA ESPANOLA
HCURC01;HCCUR UNIDAD DE COMPRA CUR;EDP COMERCIALIZADORA DE ULTIMO RECURSO SA;100;COMERCIALIZADOR ULTIMO RECURSO;;ZONA ESPANOLA
HCURCEB;HCCUR COMPRA ENLACE BALEARES;EDP COMERCIALIZADORA DE ULTIMO RECURSO SA;100;DISTRIBUIDOR;;ZONA ESPANOLA
HCURVD1;OFERTA VENTA REGIMEN ESPECIAL;EDP COMERCIALIZADORA DE ULTIMO RECURSO SA;100;GENERACION;;ZONA ESPANOLA
HCURVD2;R.E. TARIFA PRUEBAS;EDP COMERCIALIZADORA DE ULTIMO RECURSO SA;100;GENERACION;;ZONA ESPANOLA
HECC01;HEC COMERCIALIZACIÓN;HIDROELÉCTRICA EL CARMEN, S.L.;100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
HECEC01;HEC ENERGIA COM.;HIDROELÉCTRICA EL CARMEN ENERGÍA, S.L.;100;COMERCIALIZADOR;;ZONA ESPANOLA
HECVD1;HEC REG. ESPECIAL TARF REP;HIDROELÉCTRICA EL CARMEN, S.L.;100;GENERACION;BAJA;ZONA ESPANOLA
HELIOS;HELIOS;DULCES Y CONSERVAS HELIOS;100;GENERACION;BAJA;ZONA ESPANOLA
HELIVD1;REPRES. TARIFA HELIOS I;PLANTA SOLAR HELIOS I, S.L.;100;GENERACION;;ZONA ESPANOLA
HGUAC01;HIDROEL. DEL GUADIELA, I S.A.;HIDROELECTRICA DEL GUADIELA;100;DISTRIBUIDOR;BAJA;ZONA ESPANOLA
HGULLA;HOSPITAL GOMEZ ULLA;LA ENERGIA;60;GENERACION;BAJA;ZONA ESPANOLA
HIBEC02;HIDR. IBERICA COMPRA (PORT);HIDROELECTRICA IBERICA;100;COMERCIALIZADOR;BAJA;FRONTERA PORTUGAL
HIBEC03;HIDR. IBERICA COMPRA (FRAN);HIDROELECTRICA IBERICA;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
HIBECP3;HIBE DERECHOS COMPRA(FRAN);HIDROELECTRICA IBERICA;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
HIBEV03;HIDR. IBERICA VENTA 1 (FRAN);HIDROELECTRICA IBERICA;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
HIBEVA3;HIDR. IBERICA VENTA 2 (FRAN);HIDROELECTRICA IBERICA;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
HIBEVB3;HIDR. IBERICA VENTA 3 (FRAN);HIDROELECTRICA IBERICA;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
HIBEVC3;HIDR. IBERICA VENTA 4 (FRAN);HIDROELECTRICA IBERICA;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
HIBEVD3;HIDR. IBERICA VENTA 5 (FRAN);HIDROELECTRICA IBERICA;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
HIBEVE3;HIDR. IBERICA VENTA 6 (FRAN);HIDROELECTRICA IBERICA;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
HIBEVF3;HIDR. IBERICA VENTA 7 (FRAN);HIDROELECTRICA IBERICA;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
HIDBC01;HIDBE COMPRA;ELÉCTRICAS HIDROBESORA, S.L.;100;COMERCIALIZADOR;;ZONA ESPANOLA
HISPAGE;HISPAGEN;HISPAGEN;100;GENERACION;BAJA;ZONA ESPANOLA
HISPC01;HISPAELEC ENERGIA S.A.;ALPIQ ENERGÍA ESPANA, S.A.U.;100;COMERCIALIZADOR;;ZONA ESPANOLA
HISPC03;HISPAELEC EXPOR. FRANCIA;ALPIQ ENERGÍA ESPANA, S.A.U.;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
HISPCP3;HISPAELEC EXPOR. DER. FRANCIA;ALPIQ ENERGÍA ESPANA, S.A.U.;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
HISPV03;HISPAELEC IMPOR. FRANCIA;ALPIQ ENERGÍA ESPANA, S.A.U.;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
HISPVF1;HISPE VENTA SUB. MENS Y ANUA;ALPIQ ENERGÍA ESPANA, S.A.U.;100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
HISPVP3;HISPAELEC IMPOR DER. FRANCIA;ALPIQ ENERGÍA ESPANA, S.A.U.;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
HISVD01;HISPAELEC REGIMEN ESPECIAL;ALPIQ ENERGÍA ESPANA, S.A.U.;100;GENERACION;BAJA;ZONA ESPANOLA
HISVD02;REGIMEN ESPECIAL + 10MW;ALPIQ ENERGÍA ESPANA, S.A.U.;100;GENERACION;BAJA;ZONA ESPANOLA
HISVD03;HIDRAULICAS-10MW;ALPIQ ENERGÍA ESPANA, S.A.U.;100;GENERACION;BAJA;ZONA ESPANOLA
HISVD04;R.E. FOTOVOLTAICA;ALPIQ ENERGÍA ESPANA, S.A.U.;100;GENERACION;BAJA;ZONA ESPANOLA
HMADERA;HARINAS DE MADERA;HARINAS DE MADERA;100;GENERACION;BAJA;ZONA ESPANOLA
HSEC03;HSE EXPORT NO RIGHTS UNIT;HOLDING SLOVENSKE ELEKTRARNE D.O.O.;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
HSECP3;HSE EXPORT RIGHTS UNIT;HOLDING SLOVENSKE ELEKTRARNE D.O.O.;100;COMERCIALIZADOR;;FRONTERA FRANCIA
HSEV03;HSE IMPORT NO RIGHTS UNIT;HOLDING SLOVENSKE ELEKTRARNE D.O.O.;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
HSEVP3;HSE IMPORT RIGHTS UNIT;HOLDING SLOVENSKE ELEKTRARNE D.O.O.;100;COMERCIALIZADOR;;FRONTERA FRANCIA
HSILC01;HSILL COMPRA;HIDROELÉCTRICA DE SILLEDA, S.L;100;COMERCIALIZADOR;;ZONA ESPANOLA
IBCOM01;IBERDROLA COMERCIALIZ. (ESP);IBERDROLA COMERCIALIZADORA;100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
IBCOM05;IBERDROLA COMERCIALIZ. (MARR);IBERDROLA COMERCIALIZADORA;100;COMERCIALIZADOR;BAJA;FRONTERA MARRUECOS
IBCOMC2;IBCOM COMERCIAL. COMPRA (PORT);IBERDROLA COMERCIALIZADORA;100;COMERCIALIZADOR;;ZONA PORTUGUESA
IBCUC01;IBERDROLA CUR;IBERDROLA COMERCIALIZACIÓN DE ÚLTIMO RECURSO, SA;100;COMERCIALIZADOR ULTIMO RECURSO;;ZONA ESPANOLA
IBCUCEB;CUR ENLACE BALEARES;IBERDROLA COMERCIALIZACIÓN DE ÚLTIMO RECURSO, SA;100;DISTRIBUIDOR;;ZONA ESPANOLA
IBECOC2;IBEG-COMERCIAL PORTUGAL;IBERDROLA GENERACIÓN (ACT: COMERCIALIZACIÓN);100;COMERCIALIZADOR;;ZONA PORTUGUESA
IBED;IBERDROLA DEMANDA;IBERDROLA DISTRIBUCIÓN;100;DISTRIBUIDOR;BAJA;ZONA ESPANOLA
IBEDVD1;VENTA EXCED. AUTOPROD. IBED;IBERDROLA DISTRIBUCIÓN;100;GENERACION;BAJA;ZONA ESPANOLA
IBEDVS1;IBED AJUSTE CLIENTES;IBERDROLA DISTRIBUCIÓN;100;VENTA DIST. AJUSTE CLIENTES;BAJA;ZONA ESPANOLA
IBEGC01;IBERDROLA GENERAC. COMPRA(ESP);IBERDROLA GENERACIÓN (ACT: COMERCIALIZACIÓN);100;COMERCIALIZADOR;;ZONA ESPANOLA
IBEGC02;IBERDROLA COMPRA (PORT);IBERDROLA GENERACIÓN;100;COMERCIALIZADOR;BAJA;FRONTERA PORTUGAL
IBEGC03;IBERDROLA COMPRA (FRAN);IBERDROLA GENERACIÓN;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
IBEGC05;IBEG COMPRA (MARR);IBERDROLA GENERACIÓN;100;COMERCIALIZADOR;BAJA;FRONTERA MARRUECOS
IBEGC2;IBEG COMERCIAL. COMPRA (PORT);IBERDROLA GENERACIÓN (ACT: COMERCIALIZACIÓN);100;COMERCIALIZADOR;BAJA;ZONA PORTUGUESA
IBEGCP3;IBEG DERECHOS COMPRA(FRAN);IBERDROLA GENERACIÓN;100;COMERCIALIZADOR;;FRONTERA FRANCIA
IBEGPM1;REGIMEN ESPECIAL SIN PRIMA;IBERDROLA GENERACIÓN;100;GENERACION;;ZONA ESPANOLA
IBEGPM2;RE SIN PRIMA (COGENERACION);IBERDROLA GENERACIÓN;100;GENERACION;;ZONA ESPANOLA
IBEGRB1;IBEG COMER. BILAT. RE. (VENTA);IBERDROLA GENERACIÓN (ACT: COMERCIALIZACIÓN RE);100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
